AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified,name
104262,https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262,Acartia tonsa,"Dana, 1849",alternate representation,,220,Species,345943,Acartia (Acanthacartia) tonsa,"Dana, 1849",104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,"Walter, T.C.; Boxshall, G. (2023). World of Copepods Database. Acartia tonsa Dana, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262 on 2023-03-09",urn:lsid:marinespecies.org:taxname:104262,1.0,0.0,0.0,0.0,,exact,2008-06-27T08:45:14.087Z,Acartia tonsa C3-C4
104262,https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262,Acartia tonsa,"Dana, 1849",alternate representation,,220,Species,345943,Acartia (Acanthacartia) tonsa,"Dana, 1849",104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,"Walter, T.C.; Boxshall, G. (2023). World of Copepods Database. Acartia tonsa Dana, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262 on 2023-03-09",urn:lsid:marinespecies.org:taxname:104262,1.0,0.0,0.0,0.0,,exact,2008-06-27T08:45:14.087Z,Acartia tonsa N2-N3
104262,https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262,Acartia tonsa,"Dana, 1849",alternate representation,,220,Species,345943,Acartia (Acanthacartia) tonsa,"Dana, 1849",104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,"Walter, T.C.; Boxshall, G. (2023). World of Copepods Database. Acartia tonsa Dana, 1849. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104262 on 2023-03-09",urn:lsid:marinespecies.org:taxname:104262,1.0,0.0,0.0,0.0,,exact,2008-06-27T08:45:14.087Z,Acartia tonsa N4-N5
172766,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172766,Acodontaster capitatus,"(Koehler, 1912)",accepted,,220,Species,172766,Acodontaster capitatus,"(Koehler, 1912)",172592,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Acodontaster,"Mah, C.L. (2023). World Asteroidea Database. Acodontaster capitatus (Koehler, 1912). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172766 on 2023-03-09",urn:lsid:marinespecies.org:taxname:172766,1.0,0.0,0.0,0.0,0.0,exact,2008-10-24T23:33:30.623Z,Acodontaster capitatus
172767,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172767,Acodontaster conspicuus,"(Koehler, 1920)",accepted,,220,Species,172767,Acodontaster conspicuus,"(Koehler, 1920)",172592,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Acodontaster,"Mah, C.L. (2023). World Asteroidea Database. Acodontaster conspicuus (Koehler, 1920). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172767 on 2023-03-09",urn:lsid:marinespecies.org:taxname:172767,1.0,0.0,0.0,0.0,0.0,exact,2008-12-07T17:24:06.120Z,Acodontaster conspicuus
172768,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172768,Acodontaster hodgsoni,"(Bell, 1908)",accepted,,220,Species,172768,Acodontaster hodgsoni,"(Bell, 1908)",172592,Animalia,Echinodermata,Asteroidea,Valvatida,Odontasteridae,Acodontaster,"Mah, C.L. (2023). World Asteroidea Database. Acodontaster hodgsoni (Bell, 1908). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172768 on 2023-03-09",urn:lsid:marinespecies.org:taxname:172768,1.0,0.0,0.0,0.0,,exact,2008-06-11T12:57:51.813Z,Acodontaster hodgsoni
594018,https://www.marinespecies.org/aphia.php?p=taxdetails&id=594018,Acteon punctostriatus,"(C. B. Adams, 1840)",unaccepted,,220,Species,420514,Japonactaeon punctostriatus,"(C. B. Adams, 1840)",137618,Animalia,Mollusca,Gastropoda,,Acteonidae,Acteon,"MolluscaBase eds. (2023). MolluscaBase. Acteon punctostriatus (C. B. Adams, 1840). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=594018 on 2023-03-09",urn:lsid:marinespecies.org:taxname:594018,1.0,,,,,exact,2022-06-05T20:24:50.870Z,Acteon punctostriatus
100803,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100803,Actinia equina,"(Linnaeus, 1758)",accepted,,220,Species,100803,Actinia equina,"(Linnaeus, 1758)",100694,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Actinia equina (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100803 on 2023-03-09",urn:lsid:marinespecies.org:taxname:100803,1.0,,,,,exact,2015-10-13T10:34:41.473Z,Actinia equina
100805,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100805,Actinia fragacea,"Tugwell, 1856",accepted,,220,Species,100805,Actinia fragacea,"Tugwell, 1856",100694,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Actinia fragacea Tugwell, 1856. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100805 on 2023-03-09",urn:lsid:marinespecies.org:taxname:100805,1.0,,,,,exact,2015-10-13T10:34:41.473Z,Actinia fragacea
197024,https://www.marinespecies.org/aphia.php?p=taxdetails&id=197024,Aegires albus,"Thiele, 1912",accepted,,220,Species,197024,Aegires albus,"Thiele, 1912",137628,Animalia,Mollusca,Gastropoda,Nudibranchia,Aegiridae,Aegires,"MolluscaBase eds. (2023). MolluscaBase. Aegires albus Thiele, 1912. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=197024 on 2023-03-09",urn:lsid:marinespecies.org:taxname:197024,1.0,,,,,exact,2007-06-26T12:45:42.790Z,Aegires albus
130344,https://www.marinespecies.org/aphia.php?p=taxdetails&id=130344,Aglaophamus malmgreni,"(Théel, 1879)",accepted,,220,Species,130344,Aglaophamus malmgreni,"(Théel, 1879)",129366,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Aglaophamus malmgreni (Théel, 1879). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130344 on 2023-03-09",urn:lsid:marinespecies.org:taxname:130344,1.0,0.0,0.0,0.0,0.0,exact,2022-07-06T10:15:04.220Z,Aglaophamus malmgreni
232546,https://www.marinespecies.org/aphia.php?p=taxdetails&id=232546,Akashiwo sanguinea,"(K.Hirasaka) Gert Hansen & Moestrup, 2000",accepted,,220,Species,232546,Akashiwo sanguinea,"(K.Hirasaka) Gert Hansen & Moestrup, 2000",231787,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Akashiwo sanguinea (K.Hirasaka) Gert Hansen & Moestrup, 2000. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232546 on 2023-03-09",urn:lsid:marinespecies.org:taxname:232546,1.0,,,,,exact,2019-04-10T08:28:44.473Z,Akashiwo sanguinea
723685,https://www.marinespecies.org/aphia.php?p=taxdetails&id=723685,Alexandrella mixta,"(Nicholls, 1938)",accepted,,220,Species,723685,Alexandrella mixta,"(Nicholls, 1938)",176941,Animalia,Arthropoda,Malacostraca,Amphipoda,Stilipedidae,Alexandrella,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilaș-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2023). World Amphipoda Database. Alexandrella mixta (Nicholls, 1938). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=723685 on 2023-03-09",urn:lsid:marinespecies.org:taxname:723685,1.0,0.0,0.0,0.0,,exact,2018-01-02T18:44:58.403Z,Alexandrella mixta
246835,https://www.marinespecies.org/aphia.php?p=taxdetails&id=246835,Alexandrium andersonii,"Balech, 1990",accepted,,220,Species,246835,Alexandrium andersonii,"Balech, 1990",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium andersonii Balech, 1990. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=246835 on 2023-03-09",urn:lsid:marinespecies.org:taxname:246835,1.0,,,0.0,,exact,2015-06-26T12:00:51.270Z,Alexandrium andersonii
1016737,https://www.marinespecies.org/aphia.php?p=taxdetails&id=1016737,Alexandrium pohangense,"A.S.Lim & H.J.Jeong, 2015",accepted,,220,Species,1016737,Alexandrium pohangense,"A.S.Lim & H.J.Jeong, 2015",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium pohangense A.S.Lim & H.J.Jeong, 2015. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1016737 on 2023-03-09",urn:lsid:marinespecies.org:taxname:1016737,1.0,,,,,exact,2017-07-14T07:30:18.703Z,Alexandrium pohangense
109713,https://www.marinespecies.org/aphia.php?p=taxdetails&id=109713,Alexandrium pseudogonyaulax,"(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992",accepted,,220,Species,109713,Alexandrium pseudogonyaulax,"(Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992",109470,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ostreopsidaceae,Alexandrium,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Alexandrium pseudogonyaulax (Biecheler) Horiguchi ex K.Yuki & Y.Fukuyo, 1992. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=109713 on 2023-03-09",urn:lsid:marinespecies.org:taxname:109713,1.0,,0.0,0.0,,exact,2019-07-19T06:19:49.877Z,Alexandrium pseudogonyaulax
234851,https://www.marinespecies.org/aphia.php?p=taxdetails&id=234851,Alitta virens,"(M. Sars, 1835)",accepted,,220,Species,234851,Alitta virens,"(M. Sars, 1835)",234848,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Alitta virens (M. Sars, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=234851 on 2023-03-09",urn:lsid:marinespecies.org:taxname:234851,1.0,0.0,0.0,0.0,0.0,exact,2008-03-26T11:36:43.420Z,Alitta virens
116451,https://www.marinespecies.org/aphia.php?p=taxdetails&id=116451,Alteutha depressa,"(Baird, 1837)",accepted,,220,Species,116451,Alteutha depressa,"(Baird, 1837)",115427,Animalia,Arthropoda,Copepoda,Harpacticoida,Peltidiidae,Alteutha,"Walter, T.C.; Boxshall, G. (2023). World of Copepods Database. Alteutha depressa (Baird, 1837). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=116451 on 2023-03-09",urn:lsid:marinespecies.org:taxname:116451,1.0,0.0,0.0,0.0,,exact,2004-12-21T15:54:05Z,Alteutha depressa
254510,https://www.marinespecies.org/aphia.php?p=taxdetails&id=254510,Ammodytes hexapterus,"Pallas, 1814",accepted,,220,Species,254510,Ammodytes hexapterus,"Pallas, 1814",125909,Animalia,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Ammodytes hexapterus Pallas, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254510 on 2023-03-09",urn:lsid:marinespecies.org:taxname:254510,1.0,1.0,0.0,0.0,,exact,2008-01-15T17:27:08.177Z,Ammodytes hexapterus
172906,https://www.marinespecies.org/aphia.php?p=taxdetails&id=172906,Ammothea carolinensis,"Leach, 1814",accepted,,220,Species,172906,Ammothea carolinensis,"Leach, 1814",134569,Animalia,Arthropoda,Pycnogonida,Pantopoda,Ammotheidae,Ammothea,"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2023). Pycnobase: World Pycnogonida Database. Ammothea carolinensis Leach, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172906 on 2023-03-09",urn:lsid:marinespecies.org:taxname:172906,1.0,0.0,0.0,0.0,,exact,2007-01-19T16:36:29.470Z,Ammothea carolinensis
110007,https://www.marinespecies.org/aphia.php?p=taxdetails&id=110007,Amylax triacantha,"(Jørgensen) Sournia, 1984",accepted,,220,Species,110007,Amylax triacantha,"(Jørgensen) Sournia, 1984",109518,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Amylax triacantha (Jørgensen) Sournia, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110007 on 2023-03-09",urn:lsid:marinespecies.org:taxname:110007,1.0,,,,,exact,2021-09-22T07:04:04.327Z,Amylax triacantha
126758,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126758,Anarhichas lupus,"Linnaeus, 1758",accepted,,220,Species,126758,Anarhichas lupus,"Linnaeus, 1758",125912,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Anarhichas lupus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126758 on 2023-03-09",urn:lsid:marinespecies.org:taxname:126758,1.0,0.0,0.0,0.0,,exact,2008-01-15T17:27:08.177Z,Anarhichas lupus
126759,https://www.marinespecies.org/aphia.php?p=taxdetails&id=126759,Anarhichas minor,"Olafsen, 1772",accepted,,220,Species,126759,Anarhichas minor,"Olafsen, 1772",125912,Animalia,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarhichas,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Anarhichas minor Olafsen, 1772. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126759 on 2023-03-09",urn:lsid:marinespecies.org:taxname:126759,1.0,0.0,0.0,0.0,,exact,2008-01-15T17:27:08.177Z,Anarhichas minor
283332,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283332,Anemonia natalensis,"Carlgren, 1938",accepted,,220,Species,283332,Anemonia natalensis,"Carlgren, 1938",100695,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Anemonia natalensis Carlgren, 1938. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283332 on 2023-03-09",urn:lsid:marinespecies.org:taxname:283332,1.0,,,0.0,,exact,2015-10-13T10:34:41.473Z,Anemonia natalensis
283333,https://www.marinespecies.org/aphia.php?p=taxdetails&id=283333,Anemonia sargassensis,"Hargitt, 1908",accepted,,220,Species,283333,Anemonia sargassensis,"Hargitt, 1908",100695,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Anemonia sargassensis Hargitt, 1908. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=283333 on 2023-03-09",urn:lsid:marinespecies.org:taxname:283333,1.0,,,0.0,,exact,2015-10-13T10:34:41.473Z,Anemonia sargassensis
231858,https://www.marinespecies.org/aphia.php?p=taxdetails&id=231858,Anemonia sulcata,"(Pennant, 1777)",accepted,,220,Species,231858,Anemonia sulcata,"(Pennant, 1777)",100695,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Anemonia sulcata (Pennant, 1777). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=231858 on 2023-03-09",urn:lsid:marinespecies.org:taxname:231858,1.0,,,0.0,,exact,2015-10-13T10:34:41.473Z,Anemonia sulcata
100808,https://www.marinespecies.org/aphia.php?p=taxdetails&id=100808,Anemonia viridis,"(Forsskål, 1775)",accepted,,220,Species,100808,Anemonia viridis,"(Forsskål, 1775)",100695,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Anemonia viridis (Forsskål, 1775). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100808 on 2023-03-09",urn:lsid:marinespecies.org:taxname:100808,1.0,,,,,exact,2015-10-13T10:34:41.473Z,Anemonia viridis
840753,https://www.marinespecies.org/aphia.php?p=taxdetails&id=840753,Ansanella granifera,"H.J.Jeong, S.H.Jang, Moestrup & N.S.Kang, 2014",accepted,,220,Species,840753,Ansanella granifera,"H.J.Jeong, S.H.Jang, Moestrup & N.S.Kang, 2014",836617,Chromista,Myzozoa,Dinophyceae,Suessiales,Suessiaceae,Ansanella,"Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ansanella granifera H.J.Jeong, S.H.Jang, Moestrup & N.S.Kang, 2014. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=840753 on 2023-03-09",urn:lsid:marinespecies.org:taxname:840753,1.0,,,,,exact,2015-06-26T12:00:51.270Z,Ansanella granifera
